,time,latitude,longitude,,water_depth,,
$SDODC,16:41:58,S40.16.4761,W179.43.9756,A,2705,M,A
$SDODC,16:42:08,S40.16.4551,W179.43.9419,A,2704.9,M,A
$SDODC,16:42:18,S40.16.4343,W179.43.9091,A,2704.1,M,A
$SDODC,16:42:28,S40.16.4129,W179.43.8758,A,2704.1,M,A
$SDODC,16:42:38,S40.16.3899,W179.43.8395,A,2703.6,M,A
$SDODC,16:42:48,S40.16.3707,W179.43.8093,A,2703.9,M,A
$SDODC,16:42:58,S40.16.3497,W179.43.7763,A,2703,M,A
$SDODC,16:43:08,S40.16.3283,W179.43.7429,A,2703.1,M,A
$SDODC,16:43:18,S40.16.3071,W179.43.7099,A,2702.5,M,A
$SDODC,16:43:28,S40.16.2855,W179.43.6767,A,2702.4,M,A
$SDODC,16:43:38,S40.16.2645,W179.43.6437,A,2701.5,M,A
$SDODC,16:43:48,S40.16.2431,W179.43.6107,A,2701.5,M,A
$SDODC,16:43:58,S40.16.2219,W179.43.5778,A,2701.1,M,A
$SDODC,16:44:08,S40.16.2008,W179.43.5450,A,2700.6,M,A
$SDODC,16:44:18,S40.16.1796,W179.43.5125,A,2699.7,M,A
$SDODC,16:44:28,S40.16.1581,W179.43.4798,A,2699.6,M,A
$SDODC,16:44:38,S40.16.1368,W179.43.4475,A,2698.5,M,A
$SDODC,16:44:48,S40.16.1129,W179.43.4117,A,2698.3,M,A
$SDODC,16:44:58,S40.16.0935,W179.43.3827,A,2697.6,M,A
$SDODC,16:45:08,S40.16.0717,W179.43.3499,A,2697.5,M,A
$SDODC,16:45:18,S40.16.0504,W179.43.3171,A,2696.8,M,A
$SDODC,16:45:28,S40.16.0289,W179.43.2838,A,2696.6,M,A
$SDODC,16:45:38,S40.16.0078,W179.43.2506,A,2695.7,M,A
$SDODC,16:45:48,S40.15.9873,W179.43.2175,A,2695.4,M,A
$SDODC,16:45:58,S40.15.9650,W179.43.1807,A,2701.3,M,A
$SDODC,16:46:08,S40.15.9467,W179.43.1511,A,2694.6,M,A
$SDODC,16:46:18,S40.15.9261,W179.43.1175,A,2697.9,M,A
$SDODC,16:46:28,S40.15.9056,W179.43.0842,A,2694.2,M,A
$SDODC,16:46:38,S40.15.8827,W179.43.0475,A,2694.2,M,A
$SDODC,16:46:48,S40.15.8641,W179.43.0177,A,2693.6,M,A
$SDODC,16:46:58,S40.15.8436,W179.42.9843,A,2693.5,M,A
$SDODC,16:47:08,S40.15.8227,W179.42.9510,A,2693.7,M,A
$SDODC,16:47:18,S40.15.8019,W179.42.9182,A,2693.5,M,A
$SDODC,16:47:28,S40.15.7790,W179.42.8820,A,2693.3,M,A
$SDODC,16:47:38,S40.15.7605,W179.42.8522,A,2693,M,A
$SDODC,16:47:48,S40.15.7397,W179.42.8194,A,2692.8,M,A
$SDODC,16:47:58,S40.15.7188,W179.42.7863,A,2692.6,M,A
$SDODC,16:48:08,S40.15.6981,W179.42.7533,A,2692.1,M,A
$SDODC,16:48:18,S40.15.6750,W179.42.7168,A,2691.9,M,A
$SDODC,16:48:28,S40.15.6544,W179.42.6834,A,2691.5,M,A
$SDODC,16:48:38,S40.15.6359,W179.42.6534,A,2691.2,M,A
$SDODC,16:48:48,S40.15.6155,W179.42.6199,A,2691,M,A
$SDODC,16:48:58,S40.15.5951,W179.42.5869,A,2690.7,M,A
$SDODC,16:49:08,S40.15.5747,W179.42.5539,A,2693.4,M,A
$SDODC,16:49:18,S40.15.5544,W179.42.5208,A,2690,M,A
$SDODC,16:49:28,S40.15.5316,W179.42.4843,A,2690.1,M,A
$SDODC,16:49:38,S40.15.5136,W179.42.4549,A,2693.1,M,A
$SDODC,16:49:48,S40.15.4930,W179.42.4215,A,2689.8,M,A
$SDODC,16:49:58,S40.15.4705,W179.42.3859,A,2688.9,M,A
$SDODC,16:50:08,S40.15.4516,W179.42.3559,A,2688.9,M,A
$SDODC,16:50:18,S40.15.4313,W179.42.3233,A,2688.5,M,A
$SDODC,16:50:28,S40.15.4105,W179.42.2903,A,2688.4,M,A
$SDODC,16:50:38,S40.15.3901,W179.42.2578,A,2687.7,M,A
$SDODC,16:50:48,S40.15.3673,W179.42.2214,A,2687.5,M,A
$SDODC,16:50:58,S40.15.3490,W179.42.1918,A,2686.7,M,A
$SDODC,16:51:08,S40.15.3266,W179.42.1554,A,2686.2,M,A
$SDODC,16:51:18,S40.15.3087,W179.42.1260,A,2688.1,M,A
$SDODC,16:51:28,S40.15.2889,W179.42.0927,A,2684.4,M,A
$SDODC,16:51:38,S40.15.2690,W179.42.0596,A,2683.4,M,A
$SDODC,16:51:48,S40.15.2470,W179.42.0231,A,2682.5,M,A
$SDODC,16:51:58,S40.15.2287,W179.41.9932,A,2681.7,M,A
$SDODC,16:52:08,S40.15.2082,W179.41.9609,A,2680.8,M,A
$SDODC,16:52:18,S40.15.1873,W179.41.9282,A,2680.1,M,A
$SDODC,16:52:28,S40.15.1664,W179.41.8963,A,2679.3,M,A
$SDODC,16:52:38,S40.15.1453,W179.41.8640,A,2679,M,A
$SDODC,16:52:48,S40.15.1245,W179.41.8316,A,2678.1,M,A
$SDODC,16:52:58,S40.15.1039,W179.41.7988,A,2678,M,A
$SDODC,16:53:08,S40.15.0836,W179.41.7656,A,2677.8,M,A
$SDODC,16:53:18,S40.15.0636,W179.41.7324,A,2677.7,M,A
$SDODC,16:53:28,S40.15.0436,W179.41.6988,A,2678,M,A
$SDODC,16:53:38,S40.15.0235,W179.41.6654,A,2678,M,A
$SDODC,16:53:48,S40.15.0038,W179.41.6319,A,2678.4,M,A
$SDODC,16:53:58,S40.14.9836,W179.41.5983,A,2679.5,M,A
$SDODC,16:54:08,S40.14.9636,W179.41.5652,A,2679.9,M,A
$SDODC,16:54:18,S40.14.9431,W179.41.5317,A,2681.1,M,A
$SDODC,16:54:28,S40.14.9231,W179.41.4989,A,2681.6,M,A
$SDODC,16:54:38,S40.14.9028,W179.41.4658,A,2683.1,M,A
$SDODC,16:54:48,S40.14.8825,W179.41.4332,A,2684.1,M,A
$SDODC,16:54:58,S40.14.8621,W179.41.4007,A,2689.9,M,A
$SDODC,16:55:08,S40.14.8420,W179.41.3682,A,2686.8,M,A
$SDODC,16:55:18,S40.14.8218,W179.41.3355,A,2688.2,M,A
$SDODC,16:55:28,S40.14.7991,W179.41.3003,A,2689.2,M,A
$SDODC,16:55:38,S40.14.7805,W179.41.2718,A,2690.2,M,A
$SDODC,16:55:48,S40.14.7574,W179.41.2365,A,2691.5,M,A
$SDODC,16:55:58,S40.14.7387,W179.41.2082,A,2694.3,M,A
$SDODC,16:56:08,S40.14.7176,W179.41.1761,A,2693.4,M,A
$SDODC,16:56:18,S40.14.6969,W179.41.1441,A,2694.2,M,A
$SDODC,16:56:28,S40.14.6758,W179.41.1121,A,2695.1,M,A
$SDODC,16:56:38,S40.14.6556,W179.41.0798,A,2696,M,A
$SDODC,16:56:48,S40.14.6354,W179.41.0473,A,2696.9,M,A
$SDODC,16:56:58,S40.14.6138,W179.41.0121,A,2693.9,M,A
$SDODC,16:57:08,S40.14.5957,W179.40.9827,A,2699.6,M,A
$SDODC,16:57:18,S40.14.5760,W179.40.9506,A,2696.3,M,A
$SDODC,16:57:28,S40.14.5561,W179.40.9177,A,2696.4,M,A
$SDODC,16:57:38,S40.14.5365,W179.40.8853,A,2695.9,M,A
$SDODC,16:57:48,S40.14.5169,W179.40.8526,A,2695.6,M,A
$SDODC,16:57:58,S40.14.4973,W179.40.8198,A,2695.2,M,A
$SDODC,16:58:08,S40.14.4781,W179.40.7869,A,2694.6,M,A
$SDODC,16:58:18,S40.14.4584,W179.40.7536,A,2695.3,M,A
$SDODC,16:58:28,S40.14.4393,W179.40.7208,A,2694.9,M,A
$SDODC,16:58:38,S40.14.4194,W179.40.6878,A,2696.2,M,A
$SDODC,16:58:48,S40.14.3993,W179.40.6556,A,2697.2,M,A
$SDODC,16:58:58,S40.14.3789,W179.40.6234,A,2699.3,M,A
$SDODC,16:59:08,S40.14.3585,W179.40.5913,A,2700.9,M,A
$SDODC,16:59:18,S40.14.3379,W179.40.5592,A,2703.6,M,A
$SDODC,16:59:28,S40.14.3173,W179.40.5273,A,2705.9,M,A
$SDODC,16:59:38,S40.14.2967,W179.40.4951,A,2708.8,M,A
$SDODC,16:59:48,S40.14.2763,W179.40.4629,A,2711.3,M,A
$SDODC,16:59:58,S40.14.2534,W179.40.4274,A,2714.3,M,A
$SDODC,17:00:08,S40.14.2345,W179.40.3985,A,2717,M,A
$SDODC,17:00:18,S40.14.2134,W179.40.3663,A,2719.8,M,A
$SDODC,17:00:28,S40.14.1927,W179.40.3338,A,2722.2,M,A
$SDODC,17:00:38,S40.14.1720,W179.40.3013,A,2724.2,M,A
$SDODC,17:00:48,S40.14.1513,W179.40.2685,A,2725.8,M,A
$SDODC,17:00:58,S40.14.1311,W179.40.2356,A,2726.5,M,A
$SDODC,17:01:08,S40.14.1105,W179.40.2022,A,2727.7,M,A
$SDODC,17:01:18,S40.14.0903,W179.40.1691,A,2727.8,M,A
$SDODC,17:01:28,S40.14.0699,W179.40.1354,A,2728.5,M,A
$SDODC,17:01:38,S40.14.0496,W179.40.1022,A,2728.9,M,A
$SDODC,17:01:48,S40.14.0294,W179.40.0684,A,2729.6,M,A
$SDODC,17:01:58,S40.14.0092,W179.40.0350,A,2730.1,M,A
$SDODC,17:02:08,S40.13.9889,W179.40.0013,A,2731,M,A
$SDODC,17:02:18,S40.13.9691,W179.39.9677,A,2732.3,M,A
$SDODC,17:02:28,S40.13.9491,W179.39.9344,A,2733.8,M,A
$SDODC,17:02:38,S40.13.9287,W179.39.9011,A,2735.3,M,A
$SDODC,17:02:48,S40.13.9082,W179.39.8684,A,2736.5,M,A
$SDODC,17:02:58,S40.13.8871,W179.39.8355,A,2738.2,M,A
$SDODC,17:03:08,S40.13.8663,W179.39.8029,A,2739.8,M,A
$SDODC,17:03:18,S40.13.8457,W179.39.7701,A,2741.7,M,A
$SDODC,17:03:28,S40.13.8246,W179.39.7374,A,2743.5,M,A
$SDODC,17:03:38,S40.13.8041,W179.39.7044,A,2745.1,M,A
$SDODC,17:03:48,S40.13.7838,W179.39.6714,A,2746.5,M,A
$SDODC,17:03:58,S40.13.7634,W179.39.6382,A,2747.9,M,A
$SDODC,17:04:08,S40.13.7431,W179.39.6050,A,2749.3,M,A
$SDODC,17:04:18,S40.13.7229,W179.39.5716,A,2750.8,M,A
$SDODC,17:04:28,S40.13.7026,W179.39.5381,A,2752.2,M,A
$SDODC,17:04:38,S40.13.6824,W179.39.5043,A,2753.7,M,A
$SDODC,17:04:48,S40.13.6624,W179.39.4703,A,2755.1,M,A
$SDODC,17:04:58,S40.13.6423,W179.39.4364,A,2757,M,A
$SDODC,17:05:08,S40.13.6221,W179.39.4023,A,2759,M,A
$SDODC,17:05:18,S40.13.6020,W179.39.3684,A,2760.7,M,A
$SDODC,17:05:28,S40.13.5799,W179.39.3312,A,2762.8,M,A
$SDODC,17:05:38,S40.13.5616,W179.39.3009,A,2764.7,M,A
$SDODC,17:05:48,S40.13.5417,W179.39.2672,A,2766,M,A
$SDODC,17:05:58,S40.13.5216,W179.39.2333,A,2767.9,M,A
$SDODC,17:06:08,S40.13.5018,W179.39.1993,A,2761.9,M,A
$SDODC,17:06:18,S40.13.4822,W179.39.1653,A,2762.3,M,A
$SDODC,17:06:28,S40.13.4624,W179.39.1315,A,2772.6,M,A
$SDODC,17:06:38,S40.13.4423,W179.39.0981,A,2775.7,M,A
$SDODC,17:06:48,S40.13.4222,W179.39.0648,A,2777.5,M,A
$SDODC,17:06:58,S40.13.4018,W179.39.0319,A,2780.8,M,A
$SDODC,17:07:08,S40.13.3811,W179.38.9988,A,2784.2,M,A
$SDODC,17:07:18,S40.13.3606,W179.38.9658,A,2786.9,M,A
$SDODC,17:07:28,S40.13.3376,W179.38.9293,A,2790.1,M,A
$SDODC,17:07:38,S40.13.3189,W179.38.8995,A,2794.5,M,A
$SDODC,17:07:48,S40.13.2980,W179.38.8662,A,2797.2,M,A
$SDODC,17:07:58,S40.13.2772,W179.38.8329,A,2801.9,M,A
$SDODC,17:08:08,S40.13.2543,W179.38.7960,A,2804.4,M,A
$SDODC,17:08:18,S40.13.2357,W179.38.7657,A,2804.8,M,A
$SDODC,17:08:28,S40.13.2150,W179.38.7319,A,2806.4,M,A
$SDODC,17:08:38,S40.13.1942,W179.38.6982,A,2807.4,M,A
$SDODC,17:08:48,S40.13.1734,W179.38.6645,A,2809,M,A
$SDODC,17:08:58,S40.13.1532,W179.38.6306,A,2802.5,M,A
$SDODC,17:09:08,S40.13.1329,W179.38.5975,A,2802.9,M,A
$SDODC,17:09:18,S40.13.1117,W179.38.5647,A,2803.3,M,A
$SDODC,17:09:28,S40.13.0902,W179.38.5328,A,2803.5,M,A
$SDODC,17:09:38,S40.13.0685,W179.38.5010,A,2821.2,M,A
$SDODC,17:09:48,S40.13.0466,W179.38.4694,A,2821.2,M,A
$SDODC,17:09:58,S40.13.0249,W179.38.4380,A,2830.3,M,A
$SDODC,17:10:08,S40.13.0029,W179.38.4067,A,2828.6,M,A
$SDODC,17:10:18,S40.12.9812,W179.38.3753,A,2831.4,M,A
$SDODC,17:10:28,S40.12.9591,W179.38.3438,A,2834.3,M,A
$SDODC,17:10:38,S40.12.9351,W179.38.3091,A,2836.7,M,A
$SDODC,17:10:48,S40.12.9156,W179.38.2806,A,2839.8,M,A
$SDODC,17:10:58,S40.12.8915,W179.38.2455,A,2842,M,A
$SDODC,17:11:08,S40.12.8726,W179.38.2172,A,2844.4,M,A
$SDODC,17:11:18,S40.12.8507,W179.38.1850,A,2846.6,M,A
$SDODC,17:11:28,S40.12.8295,W179.38.1536,A,2848.4,M,A
$SDODC,17:11:38,S40.12.8072,W179.38.1220,A,2852.6,M,A
$SDODC,17:11:48,S40.12.7853,W179.38.0907,A,2857.2,M,A
$SDODC,17:11:58,S40.12.7635,W179.38.0590,A,2846.4,M,A
$SDODC,17:12:08,S40.12.7420,W179.38.0274,A,2852.6,M,A
$SDODC,17:12:18,S40.12.7208,W179.37.9954,A,2853.9,M,A
$SDODC,17:12:28,S40.12.6996,W179.37.9638,A,2857.2,M,A
$SDODC,17:12:38,S40.12.6778,W179.37.9321,A,2859.3,M,A
$SDODC,17:12:48,S40.12.6562,W179.37.9009,A,2861.6,M,A
$SDODC,17:12:58,S40.12.6344,W179.37.8692,A,2863.9,M,A
$SDODC,17:13:08,S40.12.6129,W179.37.8380,A,2865.9,M,A
$SDODC,17:13:18,S40.12.5910,W179.37.8066,A,2869.5,M,A
$SDODC,17:13:28,S40.12.5694,W179.37.7749,A,2872.1,M,A
$SDODC,17:13:38,S40.12.5474,W179.37.7433,A,2874.5,M,A
$SDODC,17:13:48,S40.12.5253,W179.37.7118,A,2877.1,M,A
$SDODC,17:13:58,S40.12.5032,W179.37.6800,A,2880.2,M,A
$SDODC,17:14:08,S40.12.4814,W179.37.6482,A,2883.3,M,A
$SDODC,17:14:18,S40.12.4595,W179.37.6162,A,2886.7,M,A
$SDODC,17:14:28,S40.12.4377,W179.37.5845,A,2889.5,M,A
$SDODC,17:14:38,S40.12.4155,W179.37.5523,A,2879.3,M,A
$SDODC,17:14:48,S40.12.3934,W179.37.5206,A,2895.1,M,A
$SDODC,17:14:58,S40.12.3709,W179.37.4885,A,2897.2,M,A
$SDODC,17:15:08,S40.12.3487,W179.37.4565,A,2899.5,M,A
$SDODC,17:15:18,S40.12.3264,W179.37.4245,A,2902.5,M,A
$SDODC,17:15:28,S40.12.3045,W179.37.3924,A,2905.3,M,A
$SDODC,17:15:38,S40.12.2826,W179.37.3602,A,2908.6,M,A
$SDODC,17:15:48,S40.12.2613,W179.37.3278,A,2911.1,M,A
$SDODC,17:15:58,S40.12.2399,W179.37.2955,A,2914.4,M,A
$SDODC,17:16:08,S40.12.2182,W179.37.2629,A,2916.5,M,A
$SDODC,17:16:18,S40.12.1969,W179.37.2305,A,2918.8,M,A
$SDODC,17:16:28,S40.12.1752,W179.37.1977,A,2910.1,M,A
$SDODC,17:16:38,S40.12.1537,W179.37.1655,A,2910.5,M,A
$SDODC,17:16:48,S40.12.1319,W179.37.1329,A,2933.6,M,A
$SDODC,17:16:58,S40.12.1105,W179.37.1011,A,2936.3,M,A
$SDODC,17:17:08,S40.12.0891,W179.37.0683,A,2939.9,M,A
$SDODC,17:17:18,S40.12.0678,W179.37.0359,A,2941.4,M,A
$SDODC,17:17:28,S40.12.0464,W179.37.0035,A,2943.2,M,A
$SDODC,17:17:38,S40.12.0248,W179.36.9712,A,2946.3,M,A
$SDODC,17:17:48,S40.12.0032,W179.36.9394,A,2939.5,M,A
$SDODC,17:17:58,S40.11.9814,W179.36.9076,A,2951.3,M,A
$SDODC,17:18:08,S40.11.9594,W179.36.8760,A,2951.3,M,A
$SDODC,17:18:18,S40.11.9373,W179.36.8447,A,2953.7,M,A
$SDODC,17:18:28,S40.11.9152,W179.36.8135,A,2953.7,M,A
$SDODC,17:18:38,S40.11.8930,W179.36.7821,A,2962.7,M,A
$SDODC,17:18:48,S40.11.8711,W179.36.7507,A,2965.9,M,A
$SDODC,17:18:58,S40.11.8489,W179.36.7190,A,2966.6,M,A
$SDODC,17:19:08,S40.11.8269,W179.36.6879,A,2967.6,M,A
$SDODC,17:19:18,S40.11.8048,W179.36.6562,A,2976.9,M,A
$SDODC,17:19:28,S40.11.7831,W179.36.6250,A,2977.4,M,A
$SDODC,17:19:38,S40.11.7614,W179.36.5936,A,2978.4,M,A
$SDODC,17:19:48,S40.11.7397,W179.36.5624,A,2983.2,M,A
$SDODC,17:19:58,S40.11.7178,W179.36.5315,A,2973.5,M,A
$SDODC,17:20:08,S40.11.6959,W179.36.5008,A,2973.9,M,A
$SDODC,17:20:18,S40.11.6737,W179.36.4702,A,2974.2,M,A
$SDODC,17:20:28,S40.11.6514,W179.36.4394,A,3000.9,M,A
$SDODC,17:20:38,S40.11.6294,W179.36.4083,A,3001.4,M,A
$SDODC,17:20:48,S40.11.6074,W179.36.3767,A,3002.3,M,A
$SDODC,17:20:58,S40.11.5854,W179.36.3453,A,3003.3,M,A
$SDODC,17:21:08,S40.11.5638,W179.36.3131,A,3004.2,M,A
$SDODC,17:21:18,S40.11.5428,W179.36.2808,A,3005,M,A
$SDODC,17:21:28,S40.11.5216,W179.36.2482,A,3004.8,M,A
$SDODC,17:21:38,S40.11.5006,W179.36.2158,A,3003.1,M,A
$SDODC,17:21:48,S40.11.4795,W179.36.1832,A,3011.3,M,A
$SDODC,17:21:58,S40.11.4581,W179.36.1511,A,3011.3,M,A
$SDODC,17:22:08,S40.11.4370,W179.36.1189,A,3011.3,M,A
$SDODC,17:22:18,S40.11.4155,W179.36.0868,A,3011.3,M,A
$SDODC,17:22:28,S40.11.3942,W179.36.0546,A,3011.3,M,A
$SDODC,17:22:38,S40.11.3727,W179.36.0224,A,3011.3,M,A
$SDODC,17:22:48,S40.11.3511,W179.35.9906,A,3030.2,M,A
$SDODC,17:22:58,S40.11.3292,W179.35.9587,A,3030.2,M,A
$SDODC,17:23:08,S40.11.3075,W179.35.9269,A,3030.2,M,A
$SDODC,17:23:18,S40.11.2862,W179.35.8948,A,3043.5,M,A
$SDODC,17:23:28,S40.11.2653,W179.35.8632,A,3043.5,M,A
$SDODC,17:23:38,S40.11.2441,W179.35.8308,A,3043.5,M,A
$SDODC,17:23:48,S40.11.2234,W179.35.7990,A,3055.7,M,A
$SDODC,17:23:58,S40.11.2020,W179.35.7665,A,3055.7,M,A
$SDODC,17:24:08,S40.11.1812,W179.35.7347,A,3055.7,M,A
$SDODC,17:24:18,S40.11.1596,W179.35.7022,A,3055.7,M,A
$SDODC,17:24:28,S40.11.1385,W179.35.6706,A,3055.7,M,A
$SDODC,17:24:38,S40.11.1167,W179.35.6385,A,3055.7,M,A
$SDODC,17:24:48,S40.11.0952,W179.35.6070,A,3057.7,M,A
$SDODC,17:24:58,S40.11.0731,W179.35.5754,A,3061.2,M,A
$SDODC,17:25:08,S40.11.0514,W179.35.5437,A,3058.3,M,A
$SDODC,17:25:18,S40.11.0297,W179.35.5120,A,3067.7,M,A
$SDODC,17:25:28,S40.11.0083,W179.35.4803,A,3069.2,M,A
$SDODC,17:25:38,S40.10.9870,W179.35.4483,A,3067.9,M,A
$SDODC,17:25:48,S40.10.9657,W179.35.4166,A,3075.4,M,A
$SDODC,17:25:58,S40.10.9443,W179.35.3846,A,3078.9,M,A
$SDODC,17:26:08,S40.10.9229,W179.35.3526,A,3101.5,M,A
$SDODC,17:26:18,S40.10.9016,W179.35.3206,A,3084.2,M,A
$SDODC,17:26:28,S40.10.8803,W179.35.2887,A,3083,M,A
$SDODC,17:26:38,S40.10.8590,W179.35.2567,A,3082.2,M,A
$SDODC,17:26:48,S40.10.8378,W179.35.2245,A,3082.4,M,A
$SDODC,17:26:58,S40.10.8167,W179.35.1930,A,3093.8,M,A
$SDODC,17:27:08,S40.10.7948,W179.35.1612,A,3099.4,M,A
$SDODC,17:27:18,S40.10.7733,W179.35.1297,A,3104.4,M,A
$SDODC,17:27:28,S40.10.7515,W179.35.0978,A,3103.5,M,A
$SDODC,17:27:38,S40.10.7301,W179.35.0665,A,3106.7,M,A
$SDODC,17:27:48,S40.10.7083,W179.35.0351,A,3099.8,M,A
$SDODC,17:27:58,S40.10.6870,W179.35.0039,A,3100,M,A
$SDODC,17:28:08,S40.10.6658,W179.34.9727,A,3100.2,M,A
$SDODC,17:28:18,S40.10.6447,W179.34.9409,A,3100.4,M,A
$SDODC,17:28:28,S40.10.6242,W179.34.9090,A,3100.5,M,A
$SDODC,17:28:38,S40.10.6033,W179.34.8770,A,3117.7,M,A
$SDODC,17:28:48,S40.10.5831,W179.34.8445,A,3120.2,M,A
$SDODC,17:28:58,S40.10.5626,W179.34.8121,A,3118.1,M,A
$SDODC,17:29:08,S40.10.5420,W179.34.7798,A,3129.2,M,A
$SDODC,17:29:18,S40.10.5216,W179.34.7475,A,3129,M,A
$SDODC,17:29:28,S40.10.5003,W179.34.7155,A,3131.9,M,A
$SDODC,17:29:38,S40.10.4791,W179.34.6838,A,3129.6,M,A
$SDODC,17:29:48,S40.10.4576,W179.34.6518,A,3129.7,M,A
$SDODC,17:29:58,S40.10.4363,W179.34.6198,A,3129.7,M,A
$SDODC,17:30:08,S40.10.4148,W179.34.5877,A,3129.7,M,A
$SDODC,17:30:18,S40.10.3933,W179.34.5557,A,3155.5,M,A
$SDODC,17:30:28,S40.10.3716,W179.34.5240,A,3157.4,M,A
$SDODC,17:30:38,S40.10.3499,W179.34.4921,A,3160.7,M,A
$SDODC,17:30:48,S40.10.3285,W179.34.4601,A,3163.2,M,A
$SDODC,17:30:58,S40.10.3070,W179.34.4282,A,3158,M,A
$SDODC,17:31:08,S40.10.2855,W179.34.3965,A,3158.1,M,A
$SDODC,17:31:18,S40.10.2639,W179.34.3648,A,3170.3,M,A
$SDODC,17:31:28,S40.10.2423,W179.34.3334,A,3170.7,M,A
$SDODC,17:31:38,S40.10.2204,W179.34.3019,A,3170.5,M,A
$SDODC,17:31:48,S40.10.1984,W179.34.2707,A,3170.1,M,A
$SDODC,17:31:58,S40.10.1763,W179.34.2395,A,3170,M,A
$SDODC,17:32:08,S40.10.1543,W179.34.2084,A,3169.1,M,A
$SDODC,17:32:18,S40.10.1321,W179.34.1770,A,3168.3,M,A
$SDODC,17:32:28,S40.10.1103,W179.34.1451,A,3167.1,M,A
$SDODC,17:32:38,S40.10.0887,W179.34.1132,A,3165.8,M,A
$SDODC,17:32:48,S40.10.0673,W179.34.0813,A,3163.7,M,A
$SDODC,17:32:58,S40.10.0459,W179.34.0493,A,3162,M,A
$SDODC,17:33:08,S40.10.0246,W179.34.0176,A,3159.7,M,A
$SDODC,17:33:18,S40.10.0031,W179.33.9858,A,3164.3,M,A
$SDODC,17:33:28,S40.09.9820,W179.33.9542,A,3162.3,M,A
$SDODC,17:33:38,S40.09.9609,W179.33.9225,A,3161.5,M,A
$SDODC,17:33:48,S40.09.9396,W179.33.8913,A,3160,M,A
$SDODC,17:33:58,S40.09.9185,W179.33.8599,A,3162.8,M,A
$SDODC,17:34:08,S40.09.8972,W179.33.8287,A,3149.2,M,A
$SDODC,17:34:18,S40.09.8760,W179.33.7973,A,3147.2,M,A
$SDODC,17:34:28,S40.09.8555,W179.33.7659,A,3145.2,M,A
$SDODC,17:34:38,S40.09.8350,W179.33.7347,A,3154.2,M,A
$SDODC,17:34:48,S40.09.8152,W179.33.7037,A,3149.2,M,A
$SDODC,17:34:58,S40.09.7952,W179.33.6723,A,3149.2,M,A
$SDODC,17:35:08,S40.09.7755,W179.33.6411,A,3149.3,M,A
$SDODC,17:35:18,S40.09.7554,W179.33.6101,A,3149.3,M,A
$SDODC,17:35:28,S40.09.7351,W179.33.5795,A,3149.3,M,A
$SDODC,17:35:38,S40.09.7147,W179.33.5491,A,3149.3,M,A
$SDODC,17:35:48,S40.09.6942,W179.33.5188,A,3149.3,M,A
$SDODC,17:35:58,S40.09.6737,W179.33.4879,A,3149.3,M,A
$SDODC,17:36:08,S40.09.6526,W179.33.4579,A,3149.3,M,A
$SDODC,17:36:18,S40.09.6310,W179.33.4280,A,3149.3,M,A
$SDODC,17:36:28,S40.09.6095,W179.33.3981,A,3149.3,M,A
$SDODC,17:36:38,S40.09.5876,W179.33.3683,A,0,M,V
$SDODC,17:36:48,S40.09.5658,W179.33.3380,A,0,M,V
$SDODC,17:36:58,S40.09.5446,W179.33.3075,A,0,M,V
$SDODC,17:37:08,S40.09.5232,W179.33.2767,A,0,M,V
$SDODC,17:37:18,S40.09.5020,W179.33.2460,A,0,M,V
$SDODC,17:37:28,S40.09.4805,W179.33.2150,A,0,M,V
$SDODC,17:37:38,S40.09.4591,W179.33.1843,A,0,M,V
$SDODC,17:37:48,S40.09.4373,W179.33.1534,A,0,M,V
$SDODC,17:37:58,S40.09.4157,W179.33.1226,A,0,M,V
$SDODC,17:38:08,S40.09.3939,W179.33.0916,A,0,M,V
$SDODC,17:38:18,S40.09.3724,W179.33.0606,A,0,M,V
$SDODC,17:38:28,S40.09.3507,W179.33.0293,A,0,M,V
$SDODC,17:38:38,S40.09.3292,W179.32.9981,A,0,M,V
$SDODC,17:38:48,S40.09.3076,W179.32.9666,A,0,M,V
$SDODC,17:38:58,S40.09.2861,W179.32.9349,A,0,M,V
$SDODC,17:39:08,S40.09.2648,W179.32.9032,A,0,M,V
$SDODC,17:39:18,S40.09.2439,W179.32.8712,A,0,M,V
$SDODC,17:39:28,S40.09.2229,W179.32.8391,A,0,M,V
$SDODC,17:39:38,S40.09.2020,W179.32.8073,A,3123.5,M,A
$SDODC,17:39:48,S40.09.1808,W179.32.7752,A,3132.9,M,A
$SDODC,17:39:58,S40.09.1598,W179.32.7433,A,3126.5,M,A
$SDODC,17:40:08,S40.09.1386,W179.32.7112,A,3121.8,M,A
$SDODC,17:40:18,S40.09.1172,W179.32.6793,A,3117.2,M,A
$SDODC,17:40:28,S40.09.0958,W179.32.6474,A,3112.3,M,A
$SDODC,17:40:38,S40.09.0744,W179.32.6155,A,3107.4,M,A
$SDODC,17:40:48,S40.09.0529,W179.32.5837,A,3112.5,M,A
$SDODC,17:40:58,S40.09.0313,W179.32.5517,A,3117.3,M,A
$SDODC,17:41:08,S40.09.0098,W179.32.5204,A,3117,M,A
$SDODC,17:41:18,S40.08.9883,W179.32.4889,A,3116.8,M,A
$SDODC,17:41:28,S40.08.9666,W179.32.4576,A,3116.6,M,A
$SDODC,17:41:38,S40.08.9449,W179.32.4268,A,3116.5,M,A
$SDODC,17:41:48,S40.08.9227,W179.32.3959,A,3092.3,M,A
$SDODC,17:41:58,S40.08.9007,W179.32.3654,A,3087.4,M,A
